,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
1035,1053,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,13:00:00,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,testing,2024-07-19 09:54:18.999993
1036,1052,2021,1,3,Bahrain Grand Prix,2021-03-28,15:00:00,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,testing,2024-07-19 09:54:18.999993
1037,1051,2021,21,1,Australian Grand Prix,2021-11-21,06:00:00,http://en.wikipedia.org/wiki/2021_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1038,1054,2021,3,20,TBC,2021-05-02,\N,http://en.wikipedia.org/wiki/2021_Formula_One_World_Championship,testing,2024-07-19 09:54:18.999993
1039,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
1040,1056,2021,5,6,Monaco Grand Prix,2021-05-23,13:00:00,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
1041,1057,2021,6,73,Azerbaijan Grand Prix,2021-06-06,12:00:00,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,testing,2024-07-19 09:54:18.999993
1042,1058,2021,7,7,Canadian Grand Prix,2021-06-13,18:00:00,http://en.wikipedia.org/wiki/2021_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1043,1059,2021,8,34,French Grand Prix,2021-06-27,13:00:00,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
1044,1060,2021,9,70,Austrian Grand Prix,2021-07-04,13:00:00,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1045,1061,2021,10,9,British Grand Prix,2021-07-18,14:00:00,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
1046,1062,2021,11,11,Hungarian Grand Prix,2021-08-01,13:00:00,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1047,1063,2021,12,13,Belgian Grand Prix,2021-08-29,13:00:00,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1048,1064,2021,13,39,Dutch Grand Prix,2021-09-05,13:00:00,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix,testing,2024-07-19 09:54:18.999993
1049,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,http://en.wikipedia.org/wiki/2021_Italiian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1050,1066,2021,15,71,Russian Grand Prix,2021-09-26,12:00:00,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1051,1067,2021,16,15,Singapore Grand Prix,2021-10-03,12:00:00,http://en.wikipedia.org/wiki/2021_Singapore_Grand_Prix,testing,2024-07-19 09:54:18.999993
1052,1068,2021,17,22,Japanese Grand Prix,2021-10-10,05:00:00,http://en.wikipedia.org/wiki/2021_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
1053,1069,2021,18,69,United States Grand Prix,2021-10-24,19:00:00,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix,testing,2024-07-19 09:54:18.999993
1054,1070,2021,19,32,Mexico City Grand Prix,2021-10-31,19:00:00,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix,testing,2024-07-19 09:54:18.999993
1055,1071,2021,20,18,Brazilian Grand Prix,2021-11-07,17:00:00,http://en.wikipedia.org/wiki/2021_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1056,1072,2021,22,77,Saudi Arabian Grand Prix,2021-12-05,16:00:00,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix,testing,2024-07-19 09:54:18.999993
1057,1073,2021,23,24,Abu Dhabi Grand Prix,2021-12-12,13:00:00,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix,testing,2024-07-19 09:54:18.999993
