,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
387,388,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
388,389,1987,2,21,San Marino Grand Prix,1987-05-03,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,testing,2024-07-19 09:54:18.999993
389,390,1987,3,13,Belgian Grand Prix,1987-05-17,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
390,391,1987,4,6,Monaco Grand Prix,1987-05-31,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
391,392,1987,5,37,Detroit Grand Prix,1987-06-21,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,testing,2024-07-19 09:54:18.999993
392,393,1987,6,34,French Grand Prix,1987-07-05,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
393,394,1987,7,9,British Grand Prix,1987-07-12,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
394,395,1987,8,10,German Grand Prix,1987-07-26,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
395,396,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
396,397,1987,10,23,Austrian Grand Prix,1987-08-16,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
397,398,1987,11,14,Italian Grand Prix,1987-09-06,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
398,399,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,testing,2024-07-19 09:54:18.999993
399,400,1987,13,26,Spanish Grand Prix,1987-09-27,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
400,401,1987,14,32,Mexican Grand Prix,1987-10-18,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,testing,2024-07-19 09:54:18.999993
401,402,1987,15,22,Japanese Grand Prix,1987-11-01,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
402,403,1987,16,29,Australian Grand Prix,1987-11-15,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
