,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
764,765,1958,1,25,Argentine Grand Prix,1958-01-19,\N,http://en.wikipedia.org/wiki/1958_Argentine_Grand_Prix,testing,2024-07-19 09:54:18.999993
765,766,1958,2,6,Monaco Grand Prix,1958-05-18,\N,http://en.wikipedia.org/wiki/1958_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
766,767,1958,3,39,Dutch Grand Prix,1958-05-26,\N,http://en.wikipedia.org/wiki/1958_Dutch_Grand_Prix,testing,2024-07-19 09:54:18.999993
767,768,1958,4,19,Indianapolis 500,1958-05-30,\N,http://en.wikipedia.org/wiki/1958_Indianapolis_500,testing,2024-07-19 09:54:18.999993
768,769,1958,5,13,Belgian Grand Prix,1958-06-15,\N,http://en.wikipedia.org/wiki/1958_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
769,770,1958,6,55,French Grand Prix,1958-07-06,\N,http://en.wikipedia.org/wiki/1958_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
770,771,1958,7,9,British Grand Prix,1958-07-19,\N,http://en.wikipedia.org/wiki/1958_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
771,772,1958,8,20,German Grand Prix,1958-08-03,\N,http://en.wikipedia.org/wiki/1958_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
772,773,1958,9,59,Portuguese Grand Prix,1958-08-24,\N,http://en.wikipedia.org/wiki/1958_Portuguese_Grand_Prix,testing,2024-07-19 09:54:18.999993
773,774,1958,10,14,Italian Grand Prix,1958-09-07,\N,http://en.wikipedia.org/wiki/1958_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
774,775,1958,11,64,Moroccan Grand Prix,1958-10-19,\N,http://en.wikipedia.org/wiki/1958_Moroccan_Grand_Prix,testing,2024-07-19 09:54:18.999993
