,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
52,53,2006,1,3,Bahrain Grand Prix,2006-03-12,14:30:00,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,testing,2024-07-19 09:54:18.999993
53,54,2006,2,2,Malaysian Grand Prix,2006-03-19,15:00:00,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,testing,2024-07-19 09:54:18.999993
54,55,2006,3,1,Australian Grand Prix,2006-04-02,14:00:00,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
55,56,2006,4,21,San Marino Grand Prix,2006-04-23,14:00:00,http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,testing,2024-07-19 09:54:18.999993
56,57,2006,5,20,European Grand Prix,2006-05-07,14:00:00,http://en.wikipedia.org/wiki/2006_European_Grand_Prix,testing,2024-07-19 09:54:18.999993
57,58,2006,6,4,Spanish Grand Prix,2006-05-14,14:00:00,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
58,59,2006,7,6,Monaco Grand Prix,2006-05-28,14:00:00,http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
59,60,2006,8,9,British Grand Prix,2006-06-11,12:00:00,http://en.wikipedia.org/wiki/2006_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
60,61,2006,9,7,Canadian Grand Prix,2006-06-25,13:00:00,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
61,62,2006,10,19,United States Grand Prix,2006-07-02,14:00:00,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,testing,2024-07-19 09:54:18.999993
62,63,2006,11,8,French Grand Prix,2006-07-16,14:00:00,http://en.wikipedia.org/wiki/2006_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
63,64,2006,12,10,German Grand Prix,2006-07-30,14:00:00,http://en.wikipedia.org/wiki/2006_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
64,65,2006,13,11,Hungarian Grand Prix,2006-08-06,14:00:00,http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
65,66,2006,14,5,Turkish Grand Prix,2006-08-27,15:00:00,http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,testing,2024-07-19 09:54:18.999993
66,67,2006,15,14,Italian Grand Prix,2006-09-10,14:00:00,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
67,68,2006,16,17,Chinese Grand Prix,2006-10-01,14:00:00,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,testing,2024-07-19 09:54:18.999993
68,69,2006,17,22,Japanese Grand Prix,2006-10-08,14:00:00,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
69,70,2006,18,18,Brazilian Grand Prix,2006-10-22,14:00:00,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
