,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
288,289,1992,1,30,South African Grand Prix,1992-03-01,\N,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,testing,2024-07-19 09:54:18.999993
289,290,1992,2,32,Mexican Grand Prix,1992-03-22,\N,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,testing,2024-07-19 09:54:18.999993
290,291,1992,3,18,Brazilian Grand Prix,1992-04-05,\N,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
291,292,1992,4,4,Spanish Grand Prix,1992-05-03,\N,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
292,293,1992,5,21,San Marino Grand Prix,1992-05-17,\N,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,testing,2024-07-19 09:54:18.999993
293,294,1992,6,6,Monaco Grand Prix,1992-05-31,\N,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
294,295,1992,7,7,Canadian Grand Prix,1992-06-14,\N,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
295,296,1992,8,8,French Grand Prix,1992-07-05,\N,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
296,297,1992,9,9,British Grand Prix,1992-07-12,\N,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
297,298,1992,10,10,German Grand Prix,1992-07-26,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
298,299,1992,11,11,Hungarian Grand Prix,1992-08-16,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
299,300,1992,12,13,Belgian Grand Prix,1992-08-30,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
300,301,1992,13,14,Italian Grand Prix,1992-09-13,\N,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
301,302,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,testing,2024-07-19 09:54:18.999993
302,303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
303,304,1992,16,29,Australian Grand Prix,1992-11-08,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
